"CaseReferenceNumber"	"MotionID"	"CaseLocation"	"CaseMajorCode"	"CaseMinorCode"	"CaseTrialListType"	"CaseMarkingCode"	"CaseDispositionJudgeJurisNo"	"CaseDispositionDocketLegendCode"	"MotionResultCode"	"MotionFilingParty"	"MotionDocketLegendCode"	"MotionJurisNumber"	"MotionDocumentPriorityCode"	"CaseAttorneyJuris"	"CaseAttorneyType"	"MotionTimeDuration"	"MotionDocumentTypeName"	"SelfRepBeforeMotionFileCount"	"SelfRepBeforeMotionDecidedCount"	"SelfRepBeforeMotionFileBool"	"SelfRepBeforeMotionDecidedBool"
293859	1886781	"FBT"	"V"	1	9	16	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	416586	30	416586	"R"	51	"MOTION TO STRIKE"	0	0	FALSE	FALSE
293915	1887050	"HHD"	"T"	28	-1	NA	NA	"WDACT"	"OR"	"P"	"MSTRIKE"	422394	30	422394	"J"	122	"MOTION TO STRIKE"	0	0	FALSE	FALSE
294209	1889184	"DBD"	"V"	1	1	NA	407901	"JDGHD"	"GR"	"D"	"MSTRIKE"	422679	30	422679	"J"	67	"MOTION TO STRIKE"	0	0	FALSE	FALSE
283819	1824499	"UWY"	"T"	90	3	15	423184	"JDGDACT"	"DN"	"D"	"MSTRIKE"	416591	30	416591	"J"	33	"MOTION TO STRIKE"	0	0	FALSE	FALSE
283905	1825077	"HHD"	"T"	90	-1	NA	NA	"WDACT"	"OD"	"P"	"MSTRIKE"	NA	30	NA	""	195	"MOTION TO STRIKE"	0	0	FALSE	FALSE
283857	1824771	"HHD"	"T"	28	1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	422394	30	422394	"J"	90	"MOTION TO STRIKE"	0	0	FALSE	FALSE
294629	1892254	"UWY"	"T"	50	9	15	419014	"JDGDACT"	"OR"	"D"	"MSTRIKE"	419131	30	419131	"J"	200	"MOTION TO STRIKE"	0	0	FALSE	FALSE
294497	1891495	"KNL"	"V"	4	9	14	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	427017	30	427017	"J"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
283905	1825082	"HHD"	"T"	90	-1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	422683	30	422683	"J"	350	"MOTION TO STRIKE"	0	0	FALSE	FALSE
283905	1825083	"HHD"	"T"	90	-1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	422683	30	422683	"J"	350	"MOTION TO STRIKE"	0	0	FALSE	FALSE
294497	1891484	"KNL"	"V"	4	9	14	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	80418	30	80418	"J"	205	"MOTION TO STRIKE"	0	0	FALSE	FALSE
294219	1889301	"DBD"	"V"	1	9	16	89999	"WDACT"	"GR"	"P"	"MSTRIKE"	81220	30	81220	"R"	27	"MOTION TO STRIKE"	0	0	FALSE	FALSE
284031	1825937	"NNH"	"T"	29	9	16	419136	"JWT"	"DN"	"D"	"MSTRIKE"	81240	30	81240	"R"	305	"MOTION TO STRIKE"	1	1	TRUE	TRUE
274767	1769704	"FBT"	"T"	90	9	16	414997	"JDGDACT"	"OR"	"D"	"MSTRIKE"	418027	30	418027	"J"	335	"MOTION TO STRIKE"	0	0	FALSE	FALSE
284031	1825964	"NNH"	"T"	29	9	16	419136	"JWT"	"GR"	"D"	"MSTRIKE"	419136	30	419136	"R"	244	"MOTION TO STRIKE"	1	1	TRUE	TRUE
284031	1825951	"NNH"	"T"	29	9	16	419136	"JWT"	"GR"	"D"	"MSTRIKE"	81378	30	81378	"R"	20	"MOTION TO STRIKE"	1	1	TRUE	TRUE
284431	1828328	"FBT"	"V"	1	9	16	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	405701	30	405701	"R"	33	"MOTION TO STRIKE"	0	0	FALSE	FALSE
284521	1828881	"HHB"	"T"	3	8	3	81090	"JDGHD"	"DN"	"P"	"MSTRIKE"	418032	30	418032	"K"	25	"MOTION TO STRIKE"	1	1	TRUE	TRUE
284519	1828866	"KNL"	"V"	1	9	13	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	80551	30	80551	"R"	17	"MOTION TO STRIKE"	0	0	FALSE	FALSE
275137	1771859	"NNH"	"T"	11	-1	NA	403965	"JODD"	"GR"	"D"	"MSTRIKE"	80627	30	80627	"R"	39	"MOTION TO STRIKE"	0	0	FALSE	FALSE
286781	1841223	"HHD"	"T"	2	-1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	81181	30	81181	"R"	26	"MOTION TO STRIKE"	0	0	FALSE	FALSE
275163	1772028	"FBT"	"T"	90	-1	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419018	30	419018	"R"	460	"MOTION TO STRIKE"	0	0	FALSE	FALSE
275171	1772100	"LLI"	"T"	90	9	1	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	418028	30	418028	"R"	302	"MOTION TO STRIKE"	1	1	TRUE	TRUE
284855	1830662	"FBT"	"V"	1	-1	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419018	30	419018	"R"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
275237	1772547	"MMX"	"V"	4	-1	NA	89999	"WDACT"	"DN"	"D"	"MSTRIKE"	419016	30	419016	"J"	39	"MOTION TO STRIKE"	0	0	FALSE	FALSE
275419	1774109	"UWY"	"V"	1	9	15	411103	"WDACT"	"OR"	"D"	"MSTRIKE"	418027	30	418027	"J"	113	"MOTION TO STRIKE"	0	0	FALSE	FALSE
275603	1775118	"FBT"	"V"	1	9	16	416586	"JDGDACT"	"GR"	"D"	"MSTRIKE"	413629	30	413629	"J"	17	"MOTION TO STRIKE"	0	0	FALSE	FALSE
275459	1774347	"DBD"	"V"	1	9	14	89999	"WDACT"	"OR"	"D"	"MSTRIKE"	414999	30	414999	"J"	27	"MOTION TO STRIKE"	0	0	FALSE	FALSE
295295	1896245	"FBT"	"T"	90	-1	NA	416586	"JWT"	"OR"	"D"	"MSTRIKE"	418027	30	418027	"J"	148	"MOTION TO STRIKE"	0	0	FALSE	FALSE
295275	1896088	"UWY"	"T"	2	9	15	419014	"JDGDACT"	"GR"	"D"	"MSTRIKE"	425580	30	425580	"R"	22	"MOTION TO STRIKE"	0	0	FALSE	FALSE
295305	1896371	"FBT"	"T"	90	9	16	422677	"JDGACT"	"OR"	"D"	"MSTRIKE"	421277	30	421277	"J"	253	"MOTION TO STRIKE"	0	0	FALSE	FALSE
295877	1899431	"FBT"	"T"	11	9	17	420175	"JDGTVTD"	"OR"	"D"	"MSTRIKE"	412184	30	412184	"R"	137	"MOTION TO STRIKE"	0	0	FALSE	FALSE
296161	1901027	"FST"	"V"	90	9	3	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	416590	30	416590	"R"	129	"MOTION TO STRIKE"	0	0	FALSE	FALSE
304461	1949304	"FBT"	"T"	50	9	NA	421277	"JDGDACT"	"GR"	"D"	"MSTRIKE"	413629	30	413629	"J"	272	"MOTION TO STRIKE"	0	0	FALSE	FALSE
301291	1931280	"MMX"	"T"	90	9	14	411103	"WDACT"	"OR"	"P"	"MSTRIKE"	402019	30	402019	"J"	31	"MOTION TO STRIKE"	1	1	TRUE	TRUE
296039	1900423	"KNL"	"T"	90	-1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	80551	30	80551	"R"	23	"MOTION TO STRIKE"	0	0	FALSE	FALSE
304461	1949353	"FBT"	"T"	50	9	NA	421277	"JDGDACT"	"OR"	"D"	"MSTRIKE"	89997	30	89997	"X"	187	"MOTION TO STRIKE"	0	0	FALSE	FALSE
304825	1951330	"HHB"	"T"	3	9	16	411099	"WDACT"	"GR"	"D"	"MSTRIKE"	406507	30	406507	"R"	106	"MOTION TO STRIKE"	0	0	FALSE	FALSE
304877	1951646	"HHD"	"T"	3	9	13	NA	"WDACT"	"OD"	"D"	"MSTRIKE"	NA	30	NA	""	42	"MOTION TO STRIKE"	0	0	FALSE	FALSE
301667	1933409	"HHD"	"V"	4	9	13	NA	"WDACT"	"OD"	"D"	"MSTRIKE"	NA	30	NA	""	100	"MOTION TO STRIKE"	0	0	FALSE	FALSE
301789	1934363	"KNO"	"V"	1	-1	NA	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	415595	30	415595	"R"	33	"MOTION TO STRIKE"	0	0	FALSE	FALSE
301917	1934921	"FBT"	"V"	1	3	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	419018	30	419018	"R"	18	"MOTION TO STRIKE"	0	0	FALSE	FALSE
301891	1934737	"NNI"	"V"	1	9	16	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	80343	30	80343	"R"	65	"MOTION TO STRIKE"	0	0	FALSE	FALSE
302075	1935923	"DBD"	"T"	90	-1	NA	425583	"JWT"	"OR"	"D"	"MSTRIKE"	414999	30	414999	"J"	68	"MOTION TO STRIKE"	0	0	FALSE	FALSE
301961	1935116	"FBT"	"T"	90	-1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	413629	30	413629	"J"	16	"MOTION TO STRIKE"	1	1	TRUE	TRUE
305337	1954211	"MMX"	"T"	29	-1	NA	415602	"WDACT"	"GR"	"D"	"MSTRIKE"	419016	30	419016	"J"	1122	"MOTION TO STRIKE"	0	0	FALSE	FALSE
296295	1901756	"AAN"	"T"	29	9	1	421277	"SJD"	"DN"	"D"	"MSTRIKE"	81028	30	81028	"R"	143	"MOTION TO STRIKE"	0	0	FALSE	FALSE
296553	1903092	"UWY"	"T"	2	1	NA	411102	"WDACT"	"GR"	"D"	"MSTRIKE"	418033	30	418033	"R"	75	"MOTION TO STRIKE"	0	0	FALSE	FALSE
296295	1901732	"AAN"	"T"	29	9	1	421277	"SJD"	"GR"	"D"	"MSTRIKE"	418026	30	418026	"J"	148	"MOTION TO STRIKE"	0	0	FALSE	FALSE
296705	1904048	"FBT"	"V"	90	9	16	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	412184	30	412184	"R"	39	"MOTION TO STRIKE"	0	0	FALSE	FALSE
296583	1903318	"HHD"	"V"	1	9	1	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	422683	30	422683	"J"	22	"MOTION TO STRIKE"	0	0	FALSE	FALSE
296583	1903311	"HHD"	"V"	1	9	1	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	80739	30	80739	"R"	18	"MOTION TO STRIKE"	0	0	FALSE	FALSE
305519	1955529	"FST"	"T"	69	3	16	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	402358	30	402358	"R"	35	"MOTION TO STRIKE"	0	0	FALSE	FALSE
296583	1903295	"HHD"	"V"	1	9	1	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	406511	30	406511	"R"	33	"MOTION TO STRIKE"	0	0	FALSE	FALSE
296637	1903709	"MMX"	"T"	90	8	14	402017	"JDGHD"	"DN"	"P"	"MSTRIKE"	402017	30	402017	"K"	39	"MOTION TO STRIKE"	1	1	TRUE	TRUE
305727	1956536	"NNH"	"T"	90	-1	NA	402019	"JWT"	"GR"	"D"	"MSTRIKE"	81240	30	81240	"R"	23	"MOTION TO STRIKE"	0	0	FALSE	FALSE
305427	1954766	"HHD"	"V"	9	-1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	80465	30	80465	"R"	236	"MOTION TO STRIKE"	0	0	FALSE	FALSE
302537	1938780	"NNH"	"T"	2	9	14	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	405699	30	405699	"K"	17	"MOTION TO STRIKE"	0	0	FALSE	FALSE
302095	1936178	"HHD"	"V"	1	9	13	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	422681	30	422681	"J"	210	"MOTION TO STRIKE"	0	0	FALSE	FALSE
306115	1958620	"HHD"	"T"	3	9	17	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	406511	30	406511	"R"	371	"MOTION TO STRIKE"	0	0	FALSE	FALSE
296755	1904496	"HHD"	"V"	4	9	18	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	81181	30	81181	"R"	129	"MOTION TO STRIKE"	0	0	FALSE	FALSE
302865	1940339	"UWY"	"T"	90	9	1	411103	"WDACT"	"OR"	"D"	"MSTRIKE"	419131	30	419131	"J"	156	"MOTION TO STRIKE"	0	0	FALSE	FALSE
297149	1906849	"HHD"	"T"	90	-1	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	80465	30	80465	"R"	35	"MOTION TO STRIKE"	0	0	FALSE	FALSE
297149	1906840	"HHD"	"T"	90	-1	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	409859	30	409859	"J"	86	"MOTION TO STRIKE"	0	0	FALSE	FALSE
303201	1942241	"UWY"	"V"	1	1	NA	411093	"WDACT"	"DN"	"D"	"MSTRIKE"	420172	30	420172	"J"	36	"MOTION TO STRIKE"	0	0	FALSE	FALSE
303109	1941689	"HHD"	"V"	5	9	13	NA	"WDACT"	"OR"	"P"	"MSTRIKE"	419022	30	419022	"K"	54	"MOTION TO STRIKE"	0	0	FALSE	FALSE
303361	1942974	"FST"	"V"	1	-1	NA	NA	"WDACT"	"TP"	"D"	"MSTRIKE"	422396	30	422396	"R"	38	"MOTION TO STRIKE"	0	0	FALSE	FALSE
306253	1959512	"UWY"	"T"	90	3	1	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	416591	30	416591	"J"	141	"MOTION TO STRIKE"	0	0	FALSE	FALSE
304025	1946905	"FBT"	"T"	28	-1	NA	403803	"JDGDACT"	"OR"	"D"	"MSTRIKE"	412184	30	412184	"R"	78	"MOTION TO STRIKE"	0	0	FALSE	FALSE
306571	1961438	"DBD"	"V"	1	-1	NA	89999	"WDACT"	"GR"	"P"	"MSTRIKE"	407901	30	407901	"K"	25	"MOTION TO STRIKE"	0	0	FALSE	FALSE
298201	1912824	"FBT"	"V"	1	9	16	416586	"JDGNST"	"GR"	"D"	"MSTRIKE"	412184	30	412184	"R"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
306971	1963634	"HHD"	"T"	2	9	13	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	422683	30	422683	"J"	164	"MOTION TO STRIKE"	0	0	FALSE	FALSE
287257	1844005	"UWY"	"T"	2	-1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	419131	30	419131	"J"	405	"MOTION TO STRIKE"	0	0	FALSE	FALSE
287257	1844010	"UWY"	"T"	2	-1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	419131	30	419131	"J"	127	"MOTION TO STRIKE"	0	0	FALSE	FALSE
287257	1844012	"UWY"	"T"	2	-1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	419131	30	419131	"J"	385	"MOTION TO STRIKE"	0	0	FALSE	FALSE
287331	1844368	"NNH"	"V"	1	9	15	NA	"WDACT"	"OR"	"P"	"MSTRIKE"	405699	30	405699	"K"	29	"MOTION TO STRIKE"	0	0	FALSE	FALSE
307077	1964787	"UWY"	"T"	28	9	16	411094	"WDACT"	"GR"	"D"	"MSTRIKE"	403769	30	403769	"R"	321	"MOTION TO STRIKE"	0	0	FALSE	FALSE
298725	1915624	"DBD"	"V"	1	-1	NA	89999	"WDACT"	"DN"	"D"	"MSTRIKE"	407901	30	407901	"K"	243	"MOTION TO STRIKE"	0	0	FALSE	FALSE
298789	1915984	"HHB"	"V"	1	9	16	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	406507	30	406507	"R"	380	"MOTION TO STRIKE"	0	0	FALSE	FALSE
299089	1917602	"FST"	"T"	90	9	3	NA	"WDACT"	"TP"	"D"	"MSTRIKE"	402358	30	402358	"R"	28	"MOTION TO STRIKE"	0	0	FALSE	FALSE
307607	1968190	"FST"	"T"	50	-1	NA	416590	"SJD"	"OR"	"D"	"MSTRIKE"	416590	30	416590	"R"	113	"MOTION TO STRIKE"	1	1	TRUE	TRUE
307771	1969101	"UWY"	"T"	3	9	14	411103	"WDACT"	"OR"	"P"	"MSTRIKE"	415593	30	415593	"J"	297	"MOTION TO STRIKE"	0	0	FALSE	FALSE
287643	1846357	"MMX"	"T"	90	9	16	427017	"JDGTVTD"	"DN"	"D"	"MSTRIKE"	421276	30	421276	"R"	76	"MOTION TO STRIKE"	0	0	FALSE	FALSE
308031	1971236	"FST"	"T"	11	9	18	NA	"WDACT"	"OF"	"D"	"MSTRIKE"	402358	30	402358	"R"	166	"MOTION TO STRIKE"	0	0	FALSE	FALSE
304095	1947233	"HHD"	"T"	12	-1	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	81290	30	81290	"R"	52	"MOTION TO STRIKE"	0	0	FALSE	FALSE
304355	1948772	"UWY"	"V"	1	9	15	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	416591	30	416591	"J"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
308975	1977862	"UWY"	"T"	90	9	14	415602	"WDCWC"	"DN"	"P"	"MSTRIKE"	415132	30	415132	"J"	307	"MOTION TO STRIKE"	0	0	FALSE	FALSE
304319	1948584	"NNH"	"T"	90	9	17	80209	"JDGTVTD"	"GR"	"D"	"MSTRIKE"	415132	30	415132	"J"	56	"MOTION TO STRIKE"	0	0	FALSE	FALSE
308993	1977982	"MMX"	"T"	2	9	15	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	406509	30	406509	"J"	15	"MOTION TO STRIKE"	0	0	FALSE	FALSE
304353	1948763	"UWY"	"V"	9	9	16	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	419131	30	419131	"J"	168	"MOTION TO STRIKE"	0	0	FALSE	FALSE
299989	1922818	"HHD"	"V"	1	9	1	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	422683	30	422683	"J"	291	"MOTION TO STRIKE"	0	0	FALSE	FALSE
299937	1922339	"UWY"	"T"	40	-1	NA	419014	"JDGDACT"	"DN"	"D"	"MSTRIKE"	419131	30	419131	"J"	28	"MOTION TO STRIKE"	0	0	FALSE	FALSE
308031	1971257	"FST"	"T"	11	9	18	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	418029	30	418029	"J"	257	"MOTION TO STRIKE"	0	0	FALSE	FALSE
309351	1979761	"FBT"	"V"	1	9	16	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419018	30	419018	"R"	21	"MOTION TO STRIKE"	0	0	FALSE	FALSE
300067	1923192	"HHD"	"T"	3	9	1	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	81290	30	81290	"R"	95	"MOTION TO STRIKE"	0	0	FALSE	FALSE
300067	1923168	"HHD"	"T"	3	9	1	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	80465	30	80465	"R"	154	"MOTION TO STRIKE"	0	0	FALSE	FALSE
309521	1981083	"KNL"	"V"	1	-1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	80418	30	80418	"J"	103	"MOTION TO STRIKE"	0	0	FALSE	FALSE
287897	1848011	"HHD"	"T"	90	9	1	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419022	30	419022	"K"	198	"MOTION TO STRIKE"	0	0	FALSE	FALSE
287991	1848551	"HHB"	"T"	28	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	414999	30	414999	"J"	145	"MOTION TO STRIKE"	0	0	FALSE	FALSE
288387	1850602	"HHD"	"V"	1	9	13	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	406511	30	406511	"R"	33	"MOTION TO STRIKE"	0	0	FALSE	FALSE
288359	1850452	"AAN"	"T"	2	-1	NA	418026	"JDGNST"	"GR"	"P"	"MSTRIKE"	410631	30	410631	"J"	36	"MOTION TO STRIKE"	0	0	FALSE	FALSE
288571	1851623	"UWY"	"T"	30	1	NA	419014	"JDGDACT"	"DN"	"D"	"MSTRIKE"	416591	30	416591	"J"	183	"MOTION TO STRIKE"	0	0	FALSE	FALSE
310041	1984326	"FST"	"T"	90	9	3	NA	"WDACT"	"TP"	"D"	"MSTRIKE"	402358	30	402358	"R"	76	"MOTION TO STRIKE"	0	0	FALSE	FALSE
288667	1852247	"FST"	"V"	1	9	3	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	419018	30	419018	"R"	28	"MOTION TO STRIKE"	0	0	FALSE	FALSE
309969	1983770	"HHD"	"T"	12	9	13	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	406511	30	406511	"R"	203	"MOTION TO STRIKE"	0	0	FALSE	FALSE
309969	1983789	"HHD"	"T"	12	9	13	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	418032	30	418032	"K"	140	"MOTION TO STRIKE"	0	0	FALSE	FALSE
317605	2028373	"FST"	"T"	28	-1	NA	NA	"WDACT"	"OF"	"D"	"MSTRIKE"	89997	30	89997	"X"	101	"MOTION TO STRIKE"	0	0	FALSE	FALSE
317597	2028230	"FST"	"V"	9	9	3	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	419135	30	419135	"J"	630	"MOTION TO STRIKE"	0	0	FALSE	FALSE
315021	2011905	"FST"	"T"	90	9	3	408514	"JDGTVT"	"DN"	"D"	"MSTRIKE"	420175	30	420175	"R"	40	"MOTION TO STRIKE"	0	0	FALSE	FALSE
317865	2030350	"FBT"	"V"	1	9	16	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	413629	30	413629	"J"	21	"MOTION TO STRIKE"	0	0	FALSE	FALSE
315021	2011868	"FST"	"T"	90	9	3	408514	"JDGTVT"	"OF"	"D"	"MSTRIKE"	409667	30	409667	"K"	135	"MOTION TO STRIKE"	0	0	FALSE	FALSE
315021	2011869	"FST"	"T"	90	9	3	408514	"JDGTVT"	"OF"	"D"	"MSTRIKE"	409667	30	409667	"K"	134	"MOTION TO STRIKE"	0	0	FALSE	FALSE
317857	2030288	"FBT"	"V"	1	8	16	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	412184	30	412184	"R"	29	"MOTION TO STRIKE"	0	0	FALSE	FALSE
314783	2010740	"HHD"	"T"	3	-1	NA	409859	"JODD"	"OD"	"P"	"MSTRIKE"	NA	30	NA	""	119	"MOTION TO STRIKE"	0	0	FALSE	FALSE
315453	2014933	"FBT"	"V"	1	9	16	416586	"JDGDACT"	"OR"	"P"	"MSTRIKE"	413629	30	413629	"J"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
315207	2013541	"DBD"	"T"	29	-1	NA	89999	"WDACT"	"GR"	"D"	"MSTRIKE"	422679	30	422679	"J"	63	"MOTION TO STRIKE"	0	0	FALSE	FALSE
315453	2014968	"FBT"	"V"	1	9	16	416586	"JDGDACT"	"DN"	"P"	"MSTRIKE"	413629	30	413629	"J"	20	"MOTION TO STRIKE"	0	0	FALSE	FALSE
315603	2015822	"HHD"	"T"	90	8	1	419022	"JDGHD"	"OR"	"P"	"MSTRIKE"	80465	30	80465	"R"	41	"MOTION TO STRIKE"	0	0	FALSE	FALSE
315569	2015653	"HHD"	"T"	90	-1	NA	NA	"WDACT"	"DN"	"P"	"MSTRIKE"	422683	30	422683	"J"	53	"MOTION TO STRIKE"	0	0	FALSE	FALSE
315569	2015592	"HHD"	"T"	90	-1	NA	NA	"WDACT"	"OD"	"D"	"MSTRIKE"	NA	30	NA	""	224	"MOTION TO STRIKE"	0	0	FALSE	FALSE
318723	2035148	"KNL"	"T"	90	-1	NA	411098	"WDACT"	"DN"	"P"	"MSTRIKE"	80551	30	80551	"R"	25	"MOTION TO STRIKE"	0	0	FALSE	FALSE
315603	2015818	"HHD"	"T"	90	8	1	419022	"JDGHD"	"OR"	"P"	"MSTRIKE"	419022	30	419022	"K"	79	"MOTION TO STRIKE"	0	0	FALSE	FALSE
315603	2015819	"HHD"	"T"	90	8	1	419022	"JDGHD"	"OR"	"P"	"MSTRIKE"	419022	30	419022	"K"	73	"MOTION TO STRIKE"	0	0	FALSE	FALSE
315569	2015628	"HHD"	"T"	90	-1	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	81290	30	81290	"R"	75	"MOTION TO STRIKE"	0	0	FALSE	FALSE
315569	2015646	"HHD"	"T"	90	-1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	81290	30	81290	"R"	435	"MOTION TO STRIKE"	0	0	FALSE	FALSE
318409	2033777	"HHD"	"T"	90	3	1	NA	"WDACT"	"OR"	"P"	"MSTRIKE"	408307	30	408307	"J"	76	"MOTION TO STRIKE"	0	0	FALSE	FALSE
315679	2016374	"HHB"	"V"	1	-1	NA	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	406507	30	406507	"R"	85	"MOTION TO STRIKE"	0	0	FALSE	FALSE
289501	1857072	"HHD"	"T"	2	9	1	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	422681	30	422681	"J"	314	"MOTION TO STRIKE"	0	0	FALSE	FALSE
289509	1857132	"FST"	"V"	4	-1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	402358	30	402358	"R"	117	"MOTION TO STRIKE"	0	0	FALSE	FALSE
318409	2033771	"HHD"	"T"	90	3	1	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	80465	30	80465	"R"	39	"MOTION TO STRIKE"	0	0	FALSE	FALSE
315935	2018193	"FBT"	"V"	1	9	16	416586	"JDGDACT"	"DN"	"D"	"MSTRIKE"	80080	30	80080	"R"	66	"MOTION TO STRIKE"	0	0	FALSE	FALSE
315893	2017882	"HHD"	"T"	90	-1	NA	409696	"WDACT"	"DN"	"D"	"MSTRIKE"	409696	30	409696	"R"	102	"MOTION TO STRIKE"	0	0	FALSE	FALSE
315935	2018200	"FBT"	"V"	1	9	16	416586	"JDGDACT"	"DN"	"D"	"MSTRIKE"	412184	30	412184	"R"	104	"MOTION TO STRIKE"	0	0	FALSE	FALSE
316249	2020340	"HHD"	"T"	90	1	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419022	30	419022	"K"	103	"MOTION TO STRIKE"	0	0	FALSE	FALSE
316249	2020394	"HHD"	"T"	90	1	NA	NA	"WDACT"	"OR"	"P"	"MSTRIKE"	419016	30	419016	"J"	154	"MOTION TO STRIKE"	0	0	FALSE	FALSE
316125	2019416	"NNH"	"V"	90	9	15	405699	"JODD"	"GR"	"D"	"MSTRIKE"	413575	30	413575	"J"	38	"MOTION TO STRIKE"	0	0	FALSE	FALSE
316225	2020174	"HHD"	"V"	1	9	13	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	80465	30	80465	"R"	38	"MOTION TO STRIKE"	0	0	FALSE	FALSE
316249	2020337	"HHD"	"T"	90	1	NA	NA	"WDACT"	"OR"	"P"	"MSTRIKE"	408307	30	408307	"J"	230	"MOTION TO STRIKE"	0	0	FALSE	FALSE
316249	2020411	"HHD"	"T"	90	1	NA	NA	"WDACT"	"WD"	"D"	"MSTRIKE"	NA	30	NA	""	16	"MOTION TO STRIKE"	0	0	FALSE	FALSE
316249	2020439	"HHD"	"T"	90	1	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	403964	30	403964	"J"	115	"MOTION TO STRIKE"	0	0	FALSE	FALSE
318957	2036591	"KNL"	"T"	12	9	14	NA	"WDACT"	"GR"	"P"	"MSTRIKE"	80551	30	80551	"R"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
318957	2036586	"KNL"	"T"	12	9	14	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	80418	30	80418	"J"	137	"MOTION TO STRIKE"	0	0	FALSE	FALSE
311079	1990233	"KNL"	"T"	28	1	NA	419136	"JWT"	"GR"	"D"	"MSTRIKE"	415595	30	415595	"R"	1015	"MOTION TO STRIKE"	0	0	FALSE	FALSE
316361	2021157	"UWY"	"V"	1	9	15	419014	"JDGDACT"	"GR"	"P"	"MSTRIKE"	419131	30	419131	"J"	17	"MOTION TO STRIKE"	0	0	FALSE	FALSE
